# AIST/GSJ, Geochemical Map of Hot Spring Waters (GRES-DB ONSEN 2020), gbank.gsj.jp/gres-db
# source:    https://gbank.gsj.jp/gres-db/download/onsen/GSJ_DB_GRES-DB_ONSEN_2020.zip
# sha256:    09ceca4ebf6a4ba366c6093845f190b95e2fd3a2ad7c7d97f0ac074bc4a68cab
# licence:   政府標準利用規約 第2.0版 (CC BY 4.0 compatible), attribution required
# generated: scripts/fetch-aist.mjs -- do not edit by hand
#
# Positions are the AREA CENTROID of the polygon each row publishes. Every
# cell in this file is 187-191 m across, which is a publisher privacy
# choice rather than GPS scatter. The centroid is a distance key only: it
# must never be written to a record location or used to mint a pin.
ser	onsenName	sourceName	prefecture	lat	lng	measuredAt	celsius	unit	ph	tds	sodium	calcium	magnesium	iron	chloride	sulfate	bicarbonate	silica
6040	蒜山高原温泉		岡山県	35.254723281833705	133.62583803999766	1991	27.6	mg/kg		70	20	5.6			7.8	10	34.2	
6041	かみさいばら温泉		岡山県	35.27787873505605	133.9218345574849	1991	31.4	mg/kg		100	38	1			8.5	6.5	46.4	
6042	神郷温泉		岡山県	35.07971561791483	133.34507971819576	1991	27.9	mg/kg		600	188	9.6	2.6		65.3	8.5	402.6	
6043	桃太郎温泉		岡山県	34.735383301945085	133.89712113133766	1991	18.6	mg/kg		180	62	12.4			45.4		68.3	
6044	新見千屋温泉		岡山県	35.16843380722637	133.41096443686078	1991	27.2	mg/kg		300	118.8	1.6			7.1	1.5	253.8	
6045	蒜山八束温泉		岡山県	35.29805504971083	133.7252741523837	1991	31.2	mg/kg		820	312.5	17.6	1		6.4	20	829.6	
6046	空港リゾート温泉		岡山県	34.76052139777313	133.86994226942338	1992	15.4	mg/kg		130	10.1	30.8	1.5		5.7	3.5	119.6	
6047	(真庭市)	足ボーリング泉	岡山県	35.14284912984198	133.7181171224421	1992	35.2	mg/kg		110	35	2			9.9	21	35.4	
6048	能登香温泉		岡山県	35.076857115330114	134.243156704859	1992	25	mg/kg		270	64.5	34.4			81.5	2	129.3	
6049	ナイス大原温泉		岡山県	35.07638929715512	134.26944587599186	1992	38	mg/kg		14780	1120	2280			5396	450	12.2	
6050	遥照山温泉		岡山県	34.57238517115656	133.61182407603067	1992	22.1	mg/kg		70	8	8	0.7		14.9		25.6	
6051	湯の口温泉		岡山県	35.219719150830855	133.91915688307972	1992	30	mg/kg		70	20	4.8			7.1	6	46.4	
6052	神郷カントリークラブ温泉		岡山県	35.08739129853979	133.34942122122735	1992	25.2	mg/kg		260	58	25.6	1.4		20	170.8		
6053	和気鵜飼谷温泉		岡山県	34.81242050669419	134.14450014575124	1993	39.5	mg/kg		400	152	2.2	0.3		195	1.5	6.7	
6054	(奥津町)	美人湯	岡山県	35.22250097795834	133.9191712078853	1994	39.3	mg/kg		90	29	2.4	0.7		9.9	4	52.4	
6055	竜ノ口温泉		岡山県	34.7276947041966	133.98510056593742	1994	38.8	mg/kg		350	120	12			166.9	0.7	40.3	
6056	小森湯所温泉		岡山県	34.91586795978294	133.8025913200387	1994	20.8	mg/kg		120	35	8.2			19.2	5	61	
6057	鴨方ラジウム温泉		岡山県	34.55500009579671	133.60027824570085	1994	18.4	mg/kg		130	17	24.4	2.2		12.8	12	90.3	
6058	遥南療養温泉		岡山県	34.55527821705723	133.60083427537194	1994	19	mg/kg		150	17	24.4	2.7		12.8	16	87.8	
6059	新八幡温泉	新八幡温泉(2)	岡山県	34.86277611167133	133.904159965306	1994	26.3	mg/kg		190	69	10			63.9	6	63.4	
6060	弓削の原温泉		岡山県	34.92277700622623	133.95582908452639	1995	31.3	mg/kg		130	13.2	19.2	4.6		14.9	32.5	53.7	
6061	宮本武蔵温泉		岡山県	35.0954858243106	134.32565851609587	1995	30	mg/kg		1560	410	81.3			728	12	24.4	
6062	月の原温泉		岡山県	34.85444172548443	133.68138138283197	1995	23.3	mg/kg		150	58.4	1.6			14.9	3.2	87.8	
6063	東吉備高原温泉		岡山県	34.87222381283215	134.13250699463688	1995	15.4	mg/kg		60	6	7.2	0.5				31.7	
6064	香花温泉		岡山県	35.01465345765088	133.9341033047441	1996	41.3	mg/kg		660	201	30.8			326.6	20	45.1	
6065	湯原温泉	湯原元湯	岡山県	35.204999669293905	133.73222199717068	1998	48.5	mg/kg		174	42.9	1.8			17.3	7	27.5	
6066	湯原温泉	旧翠明荘泉	岡山県	35.202499071893506	133.73082980861113	1986	49	mg/kg	9.18	166	39.3	2	1.2		21.2	9.5	25.7	
6067	湯原温泉	旧藤井泉源	岡山県	35.20500051017295	133.73222310469941	1998	48.9	mg/kg	9.09	174	42.9	1.8			17.3	7	27.5	
6068	湯原温泉	旧瀬良泉源	岡山県	35.20500183826088	133.73222905995758	1998	48.5	mg/kg	8.86	176	43.1	1.5			17.5	7.2	36.6	
6069	湯原温泉	温泉館下泉	岡山県	35.202272952131736	133.73065330687868	1986	50.1	mg/kg	9.23	193	39.3	1.6	0.7		20.8	11.1	19.4	
6070	岡山桃太郎温泉		岡山県	34.72777005220803	133.98530951633506	1996	40.5	mg/kg	9.3	360		11.6			184.6	1.5	31.7	
6071	岩井温泉	花屋	鳥取県	35.554997176206754	134.3619334611456	1951	47	mg/kg	7.4	1253	139.4	175.4	26.2	4.4	99.64	668.2	123.1	23.233
6072	岩井温泉		鳥取県	35.554725835997225	134.36168097570499	1951	30.5	mg/kg	7.4	1191	95.5	177.9	23.6	1.2	134.04	563	122	9.847
6073	岩井温泉	岩井屋	鳥取県	35.555279461760435	134.3627835820218	1951	50	mg/kg	7.4	199.4	169.7	218.9	89.6	2.4	131.2	1164.5	102.9	24.387
6074	岩井温泉	共同浴場	鳥取県	35.555278348657374	134.36222214812722	1951	50	mg/kg	7.4	1389.6	204.4	173.9	22.54	1	130.2	733.54	115.3	33.541
6075	岩井温泉		鳥取県	35.556109612828834	134.35860622240065	1951	35	mg/kg	7.4	1336.2	183.8	175.4	22.1	1.28	111.53	726.55	114	19.54
6076	岩井温泉	かみの湯	鳥取県	35.55499874077258	134.36332859106764	1951	48	mg/kg	7.4	1489.5	195.7	177.6	20.44	0.84	121.63	750.5	168.65	30.387
6077	岩井温泉	下の湯	鳥取県	35.556668748240305	134.358895492594	1951	35	mg/kg	7.4		202.6	84.7	22.54	1.22	116.34	697.8	114	16.309
6078	岩井温泉	明石屋	鳥取県	35.55500090626929	134.36222440229042	1955	46.9	mg/kg	7.6	1612.5	198.323	325.72	6.989	1.2	177.3	903.15	109.8	35.003
6079	岩井温泉	花屋別館	鳥取県	35.555002365843684	134.36250863952472	1956	42.5	mg/kg	7.4	1348	127.486	265.365	12.56	0.57	141.84	711.865	78.69	38.157
6080	岩井温泉	長者寮	鳥取県	35.55611070849333	134.3627760982617	1965	44.5	mg/kg	7.4	2016	282.9	271.4	7.508	1.267	177.5	1013	62.42	39.878
6081	鳥取温泉	一の湯	鳥取県	35.494444669374126	134.23222530563956	1951	50	mg/kg	7	451.3	1695.9	124.38	19.82	7.14	1761.2	1617.4	120.2	35.157
6082	鳥取温泉	高砂温泉1号	鳥取県	35.49361210695267	134.2355605303604	1951	59	mg/kg	7	4725	1761.1	137.75	16.89	1.12	1673.5	175.4	124.5	27.618
6083	鳥取温泉	白兎荘	鳥取県	35.49389009213133	134.2327815684547	1951	49	mg/kg	7	4965	1891.3	129.21	17.28	2	1409.6	2339.8	182.9	35.08
6084	鳥取温泉	観光ホテル2号	鳥取県	35.49222541930977	134.23306972087477	1951	55	mg/kg	7.4	3984	1772.1	76	13.2	6.65	1409.8	1885.3	64.6	34.08
6085	鳥取温泉	湯の弥	鳥取県	35.49277811682541	134.23361125863175	1951	51	mg/kg	7.2	4769	1454.8	99.78	15.99	10.3	1145.8	1791.4	170.3	42.004
6086	鳥取温泉	永楽ホテル	鳥取県	35.49194492050228	134.23278215271793	1951	54	mg/kg	7.3		1379	54.6	8.73	44.4	1066.1	1676.4	99.8	35.311
6087	鳥取温泉	日本交通	鳥取県	35.49416755649988	134.23194608660077	1951	52	mg/kg	7.3		1567.13	121.1	13.5	6.89	1541.8	1436.2	172.5	29.695
6088	鳥取温泉	宝温泉	鳥取県	35.49166856446693	134.23528581663277	1951	39.5	mg/kg	7.2	3986	1208.4	140.13	19.8	14.36	1145.3	1641.4	168.2	42.158
6089	鳥取温泉	白砂荘	鳥取県	35.49277498266305	134.230822175945	1951	49	mg/kg	7.3		1581.5	128.25	10.64	5.9	1499.7	1653	97	74.314
6090	鳥取温泉	観光温泉	鳥取県	35.493612151871666	134.2316702867624	1951	60	mg/kg	7.3		1457.3	137.75	16.89	1.12	1673.9	1750.4	124.5	27.618
6091	鳥取温泉	観光ホテル	鳥取県	35.493331045989486	134.23110364683774	1951	53.5	mg/kg	7.1	4725	1457.2	137.75	16.89	1.1	1673.9	1754	124.5	27.618
6092	鳥取温泉	元湯(旧)	鳥取県	35.49389007203271	134.23333779257695	1951	52	mg/kg	7.2	4507	1581.5	128.25	10.64	5.9	1499.7	1653	97	74.314
6093	鳥取温泉	鳥取ホテル	鳥取県	35.49305595120763	134.23194340909282	1955	58.2	mg/kg	7.2	4575	1154.42	258.576	17.91	1.85	1028.34	1590.12	189.5	184.632
6094	鳥取温泉	小銭屋2号	鳥取県	35.49221402687789	134.2316376350918	1955	49.5	mg/kg	7.1	3960	1388.48	108.6	9.756	1.493	1028.34	1297.08	77.165	80.777
6095	鳥取温泉	久松閣2号	鳥取県	35.4933342095935	134.2355603564821	1956	47.5	mg/kg	7.1	4396.3	1274.132	161.075	13.106	0.35	922.88	1565.75	251.943	14.021
6096	鳥取温泉	新温泉	鳥取県	35.494442852344115	134.23138479544528	1956	47.3	mg/kg	7	4844	1412.7	173.62	12.86	0.18	1040.7	1592.1	556.48	54.866
6097	鳥取温泉	農協連寮	鳥取県	21.847807027636854	82.62365604658856	1957	45.6	mg/kg	7.7	4738	1398	152.6	23.17	0.179	1024	1652	540.8	94.393
6098	鳥取温泉	高砂旅館	鳥取県	35.49305850591893	134.23389799465198	1957	44.9	mg/kg	7.1	1352	424.2	27.19	7.258	0.347	244.2	423.7	329.6	37.196
6099	鳥取温泉	農業共済連	鳥取県	35.49333261528217	134.22999796409835	1957	47.8	mg/kg	7.1	4681	1363	142.3	45.03	0.845	993.5	1656	518.2	101.471
6100	鳥取温泉		鳥取県	35.49277717730403	134.23221828777187	1958	59	mg/kg	7	4210	1299	129.2	25.94	0.609	906.5	1444	472.9	72.983
6101	鳥取温泉	古南の湯	鳥取県	35.49360913759103	134.23054965455813	1958	48	mg/kg	7.4	4552	1340	141.3	39.64	0.85	1018	1607	491.2	97.932
6102	鳥取温泉	川戸旅館	鳥取県	35.49472327411967	134.22917257845745	1958	22	mg/kg	7.1	3907	1088	125.8	47.16	2.179	849.4	1305	543.5	39.796
6103	鳥取温泉	井崎医院	鳥取県	35.494719804290945	134.23332530694736	1958	47.2	mg/kg	6.9	4698	1288	141.2	45.32	1.284	1001	1585	569.6	37.334
6104	鳥取温泉		鳥取県	35.49472542498021	134.2350136866373	1958	39	mg/kg	6.9	3575	1040	118.9	35.56	0.83	709.8	1246	566.6	46.697
6105	鳥取温泉	県立中央病院	鳥取県	35.49194339528232	134.23388748043664	1959	47.1	mg/kg	7.1	1790	562.2	36.9	5.75	0.387	343.5	465	399.3	40.804
6106	鳥取温泉	中央病院看護婦宿舎	鳥取県	35.49138904534059	134.23388871909424	1960	39.5	mg/kg	7.3	1047.3	362.2	7.936	0.953	0.181	169	264.9	294.1	46.45
6107	鳥取温泉	椎茸会館	鳥取県	35.48972334600408	134.2266719707862	1961	26	mg/kg	7	2936.3	789	123.5	26.63	0.642	751.3	794.5	383.4	40.404
6108	鳥取温泉	丸茂	鳥取県	35.4924998535649	134.2311113612259	1964	51	mg/kg	7	4451	1362	126.3	17.43	0.526	1009	1529	521.3	75.007
6109	鳥取温泉	寿山荘	鳥取県	35.4936092994655	134.23416069768592	1964	28.9	mg/kg	7.5	870.55	263.4	9.588	1.662	0.135	130.5	204.5	279.3	50.628
6110	鳥取温泉	小銭屋3号	鳥取県	35.492498093604645	134.23193740541302	1965	57.8	mg/kg	6.9	4592	1357	137.7	14.6	0.42	999.1	1585	429.3	58.873
6111	鳥取温泉	木島温泉	鳥取県	35.49361016686575	134.23499594283825	1951	51	mg/kg	7.1		1618.7	116.64	17.58	6.4	1499.7	1685	172.8	27.079
6112	吉岡温泉	中の湯(前)	鳥取県	35.483332851045375	134.127776715822	1955	39.5	mg/kg	7.4	433.3	110.283		0.153	0.18	86.552	127.976	106.4	72.314
6113	吉岡温泉	株湯	鳥取県	35.48305220799967	134.12823115471176	1964	49	mg/kg	7.7	400.8	91.01	18.7	0.502	0.105	67.5	88.31	100.8	37.603
6114	吉岡温泉	中の湯	鳥取県	35.483331276223815	134.12832670562204	1964	45.5	mg/kg	7.7	402.9	91.72	19.59	0.831	0.167	70.15	99.58	87.5	32.803
6115	吉岡温泉	共同浴場	鳥取県	35.48388578979855	134.12915565646563	1964	38	mg/kg	7.7	516.5	113.2	26.98	0.778	0.089	90.25	129.8	88.48	36.903
6116	浜村温泉	浜の屋1号	鳥取県	35.50981527025832	134.05190362963404	1951	61.5	mg/kg	7.2	1685	494	278.8	13.92	2.01	873.9	522.6	114.9	64.544
6117	浜村温泉	浜の屋2号	鳥取県	35.50986528689314	134.05191592303828	1951	58	mg/kg	7.3	1896	483	272.3	11.3	0.88	947.7	479.4	98	34.311
6118	浜村温泉	浜の屋3号	鳥取県	35.509841347689246	134.05182946838676	1951	64.5	mg/kg	7.2	2000	582	265.2	7.23	0.68	1005.4	475.7	96.5	65.544
6119	浜村温泉	浜の屋4号	鳥取県	35.50982218400567	134.05195387046513	1951	61.5	mg/kg	7.4	334.6	91.3	53.6	1.94	0.8	168.5	39.9	98.4	68.327
6120	浜村温泉	日野医院	鳥取県	35.50999945760814	134.05284425123662	1954	57	mg/kg	7.2	2670	696.27	296.29	5.35	1.04	983.12	691.25	158.7	
6121	浜村温泉		鳥取県	35.50805428755759	134.05193663615262	1951	69	mg/kg	7.5	1897	461.9	273.6	15.9	1.2	895.1	475.3	43	45.543
6122	浜村温泉	睦荘1号	鳥取県	35.510290516495736	134.0535522574902	1951	39.5	mg/kg	7.5		565.4	220.9	10.7	1.8	947.9	409.8	121.3	66.391
6123	浜村温泉	睦荘2号	鳥取県	35.5100914573633	134.05306102638943	1951	61	mg/kg	7.3	889.9	279.6	85	10.4	0.8	400.14	197.5	114.9	4.539
6124	浜村温泉	小谷旅館1号	鳥取県	35.51063098091416	134.05147130291633	1951	51	mg/kg	7.7	2401	581.9	302.1	0.98	0.72	905.56	670.8	942	30.157
6125	浜村温泉	新泉の湯	鳥取県	35.51055674936916	134.05222304702704	1951	48.5	mg/kg	7.7	1159	405	144.8	12.07	1.2	674.5	252.7	110.4	42.235
6126	浜村温泉	鈴木旅館	鳥取県	35.5114564683415	134.0552614295976	1951	52	mg/kg	7.6	1544	368.7	272.8	12.07	2.4	808.16	467.2	54.8	29.541
6127	浜村温泉	日本交通(旧徳安寮)	鳥取県	35.50999842396174	134.05138472884286	1951	50	mg/kg	7.4		552.6	296.3	9.2	1.28	1179.4	117.4	90.7	30.695
6128	浜村温泉	たばこや2号	鳥取県	35.510473179773626	134.0538168956253	1951	38	mg/kg	7.6	1443	309.8	143.7	1.25	1.62	368.55	458.27	107.4	40.234
6129	浜村温泉	たばこや3号	鳥取県	35.510478990616065	134.05386759686743	1951	64	mg/kg	7.4	1468	540.5	257.2	9.8	1.08	937.17	486.8	61	33.465
6130	浜村温泉	浜の家5号	鳥取県	35.50984667276578	134.0517480940612	1951	40	mg/kg	7.4	1983	593.5	296.777	7.49	0.896	1006.7	399.82	267.93	
6131	浜村温泉	葦の湯1号	鳥取県	35.508613283827984	134.04722867929246	1951	41	mg/kg	7.2	1863	399.39	235.62	0.935	1.936	953.8	287.73	153.52	68.929
6132	浜村温泉	永田旅館	鳥取県	35.51055937833139	134.0527898444492	1962	46.5	mg/kg	7.7	1292	250.7	128.8	3.932	0.38	300.2	435.6	57.36	39.804
6133	浜村温泉	国鉄	鳥取県	35.50889115860613	134.0522300106578	1956	52.5	mg/kg	7.4	1368.6	247.9	151.932	18.467	0.63	297.864	518.49	45.14	65.66
6134	鹿野温泉	湯鼻の湯	鳥取県	35.47249929086555	134.04916430030437	1956	42.5	mg/kg	7.7	710	307.255	50.001	3.167	0.54	232.618	42.88	533.419	80.777
6135	鹿野温泉	走出の湯	鳥取県	35.47166835257167	134.0513944131506	1956	61.7	mg/kg	7.5	887.5	312.25	46.947	13.045	0.844	361.51	184.89	220.889	51.466
6136	鹿野温泉	安久の湯	鳥取県	35.47222371758035	134.05056394256874	1956	60.8	mg/kg	7.6	891.2	267.25	20.472	4.554	0.06	528.7	113.9	93.43	58.759
6137	鹿野温泉	東西波の湯	鳥取県	35.46833488060874	134.0519513040579	1958	55	mg/kg	7.6	876.1	275	26.39	1.721	0.107	323.5	120.2	178.7	48.197
6138	鹿野温泉	上六反田の湯	鳥取県	35.467499891596816	134.05055596218324	1962	57	mg/kg	7.6	749.4	215.7	25.7	0.59	0.107	263.3	103.3	76.94	56.305
6139	鹿野温泉	中筋1号	鳥取県	35.465832109315166	134.05082985867782	1964	67.5	mg/kg	7.9	944.5	271.6	24.89	1.039	0.19	346.1	120.6	87.33	50.405
6140	東郷温泉	共同浴場	鳥取県	35.46931222423667	133.89951298602583	1951	48	mg/kg	7	1981	665	130.62	16.45	6.2	1153.9	189.7	77.8	37.003
6141	東郷温泉		鳥取県	35.46916084549426	133.901633528887	1951	45	mg/kg	7.4	1522	501.5	92.62	13.68	1.7	798.9	166.3	102.01	32.772
6142	東郷温泉	東郷湖畔共同組合	鳥取県	35.46946178288841	133.89822371326198	1951	53	mg/kg	7.2	2302	601.2	127.6	10.94	2.5	986.4	243.6	64.07	44.85
6143	東郷温泉	河本旅館1号	鳥取県	35.46852459622613	133.90117212730064	1951	53	mg/kg	7.3	1996	548.1	140.9	0.82	3	918.6	199.4	76.95	45.85
6144	東郷温泉		鳥取県	35.46971983706195	133.9005490135151	1951	50	mg/kg	7.2	2224	488.1	159.13	2.36	2.5	838.9	224.3	57.83	49.081
6145	東郷温泉		鳥取県	35.46879367946178	133.90084086888908	1951	52	mg/kg	7.3	2121	528.8	130.62	2.86	2.5	879.6	186.7	84.6	41.696
6146	東郷温泉		鳥取県	35.469106043717325	133.90170119739045	1951	41.5	mg/kg	7.3	1406	527	64.1	3.12	3.65	796.5	163.88	83.3	45.619
6147	東郷温泉	鶴の湯1号	鳥取県	35.46985349614372	133.9012589345004	1951	44	mg/kg	7	1846	551.8	114	11.7	4.1	996.3	166.8	86.8	34.542
6148	東郷温泉	谷水旅館(新)	鳥取県	35.46896962231422	133.90038000395967	1951	66	mg/kg	7.4	1138	663.2	130.62	16.41	0.94	1049.8	241.6	158.4	32.849
6149	東郷温泉	寿湯	鳥取県	35.46973891525109	133.9023709487583	1951	49	mg/kg	7	1927	479.9	126.86	5.68	2.5	865.4	193.5	90.64	66.314
6150	東郷温泉	沢の湯1号	鳥取県	35.46914192701106	133.90097197148822	1951	54.5	mg/kg	7.4	1472	473.8	166.8	15.8	3.65	859.8	199.6	149.4	28.31
6151	東郷温泉		鳥取県	35.46861176943293	133.89833529006162	1951	43.5	mg/kg	7.2	2080	591.2	147.7	15.19	4.5	1085.84	154.2	79.1	42.158
6152	東郷温泉	養生館1号	鳥取県	35.468564429536315	133.89382749758414	1951	49	mg/kg	7.6	1450	670.9	49.87	17.01	0.4	996.2	147.7	193.04	51.928
6153	東郷温泉	松の家2号	鳥取県	35.469251190715525	133.9011235946354	1951	49	mg/kg	7	2107	643.32	175.3	13.86	0.584	1208.4	401.27	61.72	72.699
6154	東郷温泉	養生館4号	鳥取県	35.46888776712303	133.89332879375715	1955	55	mg/kg	7.2	1420	482.284	107.502	3.233	1.9	723.93	211.37	164.7	42.312
6155	東郷温泉	忠成館	鳥取県	35.467499592971606	133.89944316940432	1955	50.5	mg/kg	7.2	2201.7	529.652	292.863	4.775	2.706	808.433	436.19	435.241	1.769
6156	東郷温泉	鶴の湯2号	鳥取県	35.46978018506926	133.90127881349082	1955	53.5	mg/kg	7.2	2252	682.803	300.801	6.457	2.678	916.989	530.12	559.04	80.777
6157	東郷温泉		鳥取県	35.46999740725102	133.90221310696765	1956	46	mg/kg	7.1	1430	440.06	92.73	4.956	2.3	463.5	492.1	100.99	43.189
6158	東郷温泉	谷水露天湯	鳥取県	35.46892909629651	133.90035117383857	1956	50	mg/kg	7.1	1372	365.3	108.8	0.903	0.39	527.8	305.7	67.1	53.997
6159	東郷温泉	水明荘	鳥取県	35.46972020583082	133.8991832725239	1957	50.5	mg/kg	7.1	2126	474.8	177.6	33.57	0.374	821.9	424.6	68.04	74.938
6160	東郷温泉	田津美荘	鳥取県	35.46839818115422	133.89935816416116	1958	41	mg/kg	7.6	1230	327.9	77.31	10.03	0.369	435.8	282.9	87.87	35.134
6161	東郷温泉	田津美荘	鳥取県	35.46860996437275	133.9008289753249	1958	46	mg/kg	7.2	1445	351.3	94.41	6.243	0.074	512.1	284.8	65.9	59.536
6162	東郷温泉	養生館3号	鳥取県	35.468443243286494	133.89383474933925	1958	51	mg/kg	7.2	1521	368.1	116.2	3.436	0.163	575.9	248.6	80.85	38.857
6163	東郷温泉	足立の湯	鳥取県	35.47033521746304	133.90254736451166	1958	48.2	mg/kg	6.9	2105	494.8	150	15.75	1.831	791.7	395.2	63.45	60.875
6164	東郷温泉	一藤2号	鳥取県	35.468396900960606	133.90063374037626	1958	66.2	mg/kg	7.9	2267	513.2	159.7	16.65	0.094	808.2	405.3	81.7	93.701
6165	東郷温泉	松の家1号	鳥取県	35.46930269526727	133.90104196222018	1959	53.8	mg/kg	7	1849	472.9	114.3	13.47	0.217	715.7	338	69.56	77.776
6166	東郷温泉	湖南荘	鳥取県	35.46817080437327	133.89909313327334	1959	36.9	mg/kg	7	1488	338.7	77.8	6.837	0.852	482.2	241.6	78.71	53.305
6167	東郷温泉	養生館5号	鳥取県	35.468887575716714	133.89332838785407	1961	68	mg/kg	7.4	1593.6	411.4	91.42	1.149	0.963	596	270.6	31.7	77.238
6168	東郷温泉	湯浅1号	鳥取県	35.46853892957289	133.89955245929724	1962	60	mg/kg	6.9	2238.5	501.2	188	15.58	2.635	751.6	526.9	86.46	114.933
6169	東郷温泉	浮美荘	鳥取県	35.47110974150272	133.90310600977872	1962	45	mg/kg	7.1	2035.3	487.5	181.8	14.6	1	742.1	504.8	71.39	119.626
6170	東郷温泉	片岡共浴	鳥取県	35.47008972694657	133.90213867949257	1963	50.5	mg/kg	7.1		507.8	145.2	4.381	0.101	786.4	355.9	61.43	40.619
6171	東郷温泉	千成旅館	鳥取県	35.46857050741093	133.9010553917568	1963	47.2	mg/kg	7	1604	407.3	110.7	3.65	0.029	582.2	313.8	76.49	36.803
6172	東郷温泉	沢の湯2号	鳥取県	35.46913771065382	133.90092023501117	1963	61	mg/kg	6.8	1998	491.5	144.9	4.137	0.298	769	351.1	57.21	70.706
6173	東郷温泉	湖月の湯	鳥取県	35.470829378094685	133.90304304155015	1963	46.8	mg/kg	7.4	1980	469.3	150.3	6.933	0.522	734.7	373.6	63.84	24.725
6174	東郷温泉	東(1)	鳥取県	35.469043466374615	133.8994749755111	1963	48.9	mg/kg	7.4	1991	478.8	157.1	5.946	0.826	746.3	392.2	66.25	54.705
6175	東郷温泉	松の家3号	鳥取県	35.46938338240635	133.90128876870273	1964	65.4	mg/kg	7.1	2102	533.8	147.4	3.392	0.184	812.3	360.1	75.28	89.623
6176	東郷温泉	一藤3号	鳥取県	35.46833378503457	133.90055819334788	1964	84	mg/kg	7.5	2208	505.7	148.8	2.969	0.102	806.6	344.2	61.5	63.506
6177	東郷温泉	鶴の湯3号	鳥取県	35.469723538384926	133.90139509476435	1964	71.1	mg/kg	7.4	2103	502.7	146.8	2.711	0.106	796	345.5	60.83	91.547
6178	東郷温泉	老人ホーム	鳥取県	35.469444339927165	133.897222949015	1964	53.6	mg/kg	7.4	1355	463.2	145.7	2.711	0.233	744.6	322.9	68.05	57.205
6179	東郷温泉	竜頭島	鳥取県	35.469445549978246	133.8955621040774	1965	46.1	mg/kg	7.3	1410	391.7	70.61	2.707	0.149	526.2	241.5	93.78	38.408
6180	羽合温泉		鳥取県	35.47791971077563	133.88710862664078	1951	57	mg/kg	7.4	1654	550.8	66.45	22.87	13.9	852.24	248.8	107.95	40.227
6181	羽合温泉	望湖楼	鳥取県	35.47722136591165	133.8849978002853	1951	63	mg/kg	7.4		637.99	108.93	15.948	1.68	914.54	289.6	168	
6182	羽合温泉		鳥取県	35.47788038919549	133.88720496223746		56	mg/kg	7.4		593.6	115.86	15.27	28.6	893.84	369.4	89	46.15
6183	羽合温泉		鳥取県	35.47666379248609	133.88387726774116	1951	47	mg/kg	7.4		496.18	99.63	10.39	16.9	799.72	228.99	129	42.158
6184	羽合温泉		鳥取県	35.47749801873223	133.88360337247323	1951	45	mg/kg	7.4		447.78	101.35	10.9	28.5	742.9	228.99	74.2	40.696
6185	羽合温泉	湖中泉	鳥取県	35.477373401536774	133.89097415564814	1958	73	mg/kg	7.4	2184	492	155.9	15.55	0.219	792	393.3	76.7	60.398
6186	羽合温泉		鳥取県	35.47638897692134	133.8836118317765	1962	51	mg/kg	7.4	1533.2	396.3	91.16	22.76	0.645	590.3	262.9	98.85	80.007
6187	関金温泉	温清楼家族湯	鳥取県	35.363333610350146	133.76361359703182	1951	42	mg/kg	7.7	486	102.2	8.66		0.174	102	87.7	68.3	59.928
6188	関金温泉	温清楼上の湯	鳥取県	35.36355278988084	133.7636486238349	1951	40	mg/kg	7.7	495	144.9	10.66		0.285	109	98.7	96.4	67.914
6189	関金温泉	大橋旅館1号	鳥取県	35.363887061056715	133.7627716617838	1951	43	mg/kg	7.5	562	166.4	7.98		0.249	134.3	117.9	97.6	53.42
6190	関金温泉	鳥飼旅館亀の湯	鳥取県	35.36387976567604	133.76330188539413		45	mg/kg	7.5	475	129.4	9.56		0.366	100.6	103.1	88.9	49.043
6191	関金温泉	関の湯	鳥取県	35.3633318403834	133.76416108261066	1957	51.1	mg/kg	7.9	542.6	154.8	13.4	2.784	0.122	120.5	116.4	116.1	56.428
